employee_id,name,age,salary
2290,Angela Taylor,35,42043
2291,Matthew Phillips,50,31692
2292,Rita Henderson,35,14044
2293,Elizabeth Lopez,53,87390
2294,Robert Gonzales,49,85759
2295,Paul Duncan,63,11462
2296,Mary Guerra,65,34741
2297,Cristian Olson,30,2533
2298,Emily Wright,29,56335
2299,Cheryl Baker,15,91231
2300,Jason Trujillo,77,57859
2301,Howard Williams,62,97939
2302,Martha Evans,96,36975
2303,Tiffany Bowen,31,72819
2304,Olivia Luna,48,97310
2305,Tyler Flores,85,91959
2306,Andrew Jones,16,51431
2307,William Cummings,69,84430
2308,Traci Rocha,32,74525
2309,Carlos Snyder,31,9940
2310,Scott Moore,72,67423
2311,Jake Rodriguez,5,75071
2312,Stacey Davila,85,25509
2313,Mark Trujillo,75,23091
2314,Jennifer Hudson,53,5300
2315,Jacqueline Moss,88,9267
2316,Joseph Mclaughlin,28,9033
2317,Paul Kim,88,88902
2318,Kelsey Henson,39,33192
2319,Marcus Thompson,79,97304
2320,Mark Davidson,49,7762
2321,Danielle Jimenez,47,43056
2322,Michelle Martinez,21,29465
2323,Doris Moran,85,59402
2324,Robert Shannon,40,33484
2325,Robert Cobb,10,85575
2326,Maria Jackson,7,91335
2327,Eric Holmes,63,43606
2328,Connie Jensen,95,25215
2329,Jasmine Robbins,56,49421
2330,Christopher Bell,46,51839
2331,William Wilson,49,75765
2332,Kevin Brock PhD,63,88764
2333,Stephen Keller,97,33705
2334,Adam Jones,43,49683
2335,Jon Trevino,97,15427
2336,Donna Smith,19,54366
2337,Richard Anderson,20,37646
2338,Travis Olson,73,43849
2339,Jennifer Diaz,1,13498
2340,Mary Haley,81,16072
2341,Melissa Woods,83,34074
2342,Clarence Brown,66,62009
2343,Ronald Harrell,43,36865
2344,Sandra Huerta,23,67219
2345,Brett Sanders,7,32385
2346,Daniel Simon,97,18332
2347,Steven Palmer,82,42012
2348,Katherine Moss,94,33236
2349,Randy Carr,51,51913
2350,Rebecca Bradley,33,76718
2351,Joseph Robinson,27,21982
2352,Travis Williams,37,87607
2353,Jimmy Howard,26,75402
2354,Nicole Wood,1,86883
2355,Timothy Daniels,42,6731
2356,Tiffany Bradley,63,74216
2357,Billy Martin,96,91904
2358,Aaron Long,72,34507
2359,Eric Perez,13,94873
2360,Donna Alexander,6,23696
2361,Heather Scott,35,67005
2362,Joseph Baker,76,66115
2363,Brad Martinez,4,13519
2364,Christopher Brown,78,69118
2365,Timothy Franklin,86,97443
2366,Reginald Morgan,88,70198
2367,Eddie Mckee,54,94317
2368,Deanna Anderson,37,68019
2369,Dana Hill,17,38351
2370,Barry Knight,49,63373
2371,Donna Kelly,60,49978
2372,Dawn Warner,23,17347
2373,Madison Adams,23,1891
2374,Linda Sloan,73,16519
2375,Karen Webb,39,84306
2376,Tiffany Cruz,12,99332
2377,Ryan Jimenez,9,34900
2378,Nicole Baker,47,82917
2379,Joshua Mitchell,64,35712
2380,Lee Jenkins,95,31811
2381,Jeremy Cline,70,11473
2382,Jasmine Reyes,83,14828
2383,Mr. Christian Hicks,74,93155
2384,James Cruz,100,60368
2385,Kelly Rodriguez,45,31602
2386,Jeffrey Buckley,1,11880
2387,Andrea Hawkins,21,29377
2388,Julie Carrillo,2,14897
2389,Adam Lewis,19,26607
2390,Amy Calderon,7,73543
2391,Marissa Williams,12,59010
2392,Samantha Chan,51,37486
2393,Raymond White,67,21510
2394,Eric George,24,82142
2395,Mark Savage,79,56074
2396,Beth Dawson,37,89975
2397,Michelle Moreno,92,88118
2398,Dale Vaughn,84,1578
2399,Alan Freeman,30,80150
2400,Jeanette King,68,95291
2401,Ryan Butler,79,40287
2402,Mitchell Hoffman,42,27962
2403,Bruce Miller Jr.,85,25473
2404,Nicole Allen,10,80057
2405,Todd Gray,79,82374
2406,Paul Dean,29,23853
2407,Anthony Lowery,95,84383
2408,Benjamin Potter,78,15463
2409,Phillip Lynch,31,37702
2410,Jason Sanchez,86,93047
2411,Chad Jimenez,72,64617
2412,Kyle Howard,79,74451
2413,Peter Ortiz,87,77677
2414,Darlene Rogers,12,76462
2415,Nicole Douglas,69,92819
2416,Misty Chavez,66,84959
2417,Julia Harper,12,54892
2418,Janice Richards,62,8870
2419,Corey Gonzalez,74,59234
2420,Andrew Shelton,26,86265
2421,Jeremy Le,60,15430
2422,Linda Gonzalez,97,77866
2423,Denise Colon,17,38428
2424,Chelsea Lambert,66,45916
2425,William Mcdaniel,69,99463
2426,Matthew Clark,89,90987
2427,Leah Lopez,78,27526
2428,Emily Carrillo,83,97453
2429,Thomas Moreno,20,71770
2430,Kimberly Choi,93,60488
2431,Corey Ayala,28,12644
2432,Corey Pena,59,67510
2433,David Taylor,93,2294
2434,Blake Moore,73,74546
2435,Cassandra Davis,51,91203
2436,Ian Peters,30,51599
2437,Ellen Roberts,2,29506
2438,Kristina Jacobson,8,49149
2439,Heather Brennan,26,84849
2440,Shaun Wilson,93,84911
2441,Mary Luna,27,47688
2442,Karen Chang,7,65166
2443,Joseph Smith,73,38316
2444,Katrina Shields,27,26940
2445,Erin Hamilton,89,29123
2446,Christine Tate,42,36551
2447,David Mendoza,41,58159
2448,Jeffrey Frost,12,12061
2449,Erin Howard,76,61802
2450,Karen Watson,52,88810
2451,Lauren Santos,4,29935
2452,Kelsey Mcdonald,82,13709
2453,Caroline Fox,4,59247
2454,Renee Ortiz,34,48226
2455,Ernest Chan,44,18509
2456,Selena Tucker,75,19444
2457,Caitlin Vasquez,38,33645
2458,Kayla Hill,60,17620
2459,Allison Rodriguez,24,12500
2460,Vincent Summers,34,89784
2461,Patricia Jordan,63,83666
2462,Lauren Robertson,45,84946
2463,Gerald Bryant,42,34504
2464,James West,98,18906
2465,Susan Diaz,60,10037
2466,Jennifer Kramer,50,33486
2467,Kirsten Jones,47,84045
2468,Cindy Smith,96,79234
2469,Sally Smith,55,15344
2470,Shannon Jenkins,79,96383
2471,Chloe Romero,21,78740
2472,Anna Little,26,73428
2473,Brandon Ingram,75,67340
2474,Edward Howard,78,96320
2475,Kenneth Landry,35,52517
2476,George Mays,90,32841
2477,Meghan Frank,36,70932
2478,Lance Chung,27,43656
2479,Jacob Higgins,74,96656
2480,Jodi Cardenas,17,68843
2481,Michele Griffith,37,44272
2482,Mario Jennings,10,99560
2483,Jonathan Medina,3,98627
2484,Larry Murphy,52,66346
2485,Sean Rodriguez,44,62761
2486,Angela Solis,91,60870
2487,Eddie Roberts DVM,81,55982
2488,Ethan Vincent,5,41744
2489,Jason Levine,97,86127
2490,Ann Briggs,3,99445
2491,Michael Davis,76,62038
2492,Michael Moore,85,27932
2493,Jennifer King,80,36672
2494,Patty Giles,74,32251
2495,Jennifer Oneal,44,67917
2496,Steve Mcdowell,80,30157
2497,Barry Robinson,97,65066
2498,Sergio Gardner,42,94075
2499,David Nelson,84,87880
2500,Alexander Hernandez,10,88716
2501,Holly Williams,91,79065
2502,Dustin Foster,49,95566
2503,Robert Rodriguez,42,49561
2504,Grace Fisher,34,9296
2505,Jeremy Yang,49,87656
2506,Hunter Smith,68,65733
2507,Adam Bradford,99,62584
2508,Ronald Sloan,98,64904
2509,Olivia Cantrell,27,63061
2510,Katherine Buchanan,25,39182
2511,Johnny Miller,49,20127
2512,April Dunn,81,65273
2513,Alex Briggs,87,98921
2514,Jon Kelly,62,65642
2515,Joshua Brown,14,55407
2516,Mary Robbins,12,33206
2517,Jessica Owen,3,61800
2518,Laura Moses,53,24747
2519,Jason Hughes,94,22296
2520,Mrs. Michelle Velazquez DDS,76,9918
2521,Adam Mitchell,19,46416
2522,Timothy Mercado,69,28969
2523,Scott Steele,87,12331
2524,Paige Knapp,18,60525
2525,Melvin Oliver,76,86796
2526,Jamie Atkins,89,25433
2527,Sean Murphy,86,7649
2528,Paul Ray,77,97221
2529,James Thomas,98,24719
2530,Michael Flores,71,8739
2531,Austin Harris,61,20513
2532,Patrick Schneider,53,80541
2533,David Green,15,39194
2534,Sarah Bradley,68,65560
2535,Samantha Rangel,12,80179
2536,Larry Simpson,82,31608
2537,Nichole Allen,68,9118
2538,Michelle Baker,39,35820
2539,Anna Brown,35,29848
2540,Kimberly Adams,35,53204
2541,Joel Gonzalez,16,15440
2542,Stephen Clark,30,72022
2543,Charles Jenkins,83,81784
2544,Jacqueline Brown,29,57901
2545,Sophia Logan,16,88864
2546,Allen Riddle,39,52663
2547,Breanna Turner,47,58514
2548,Diane Schmidt,100,27059
2549,Jason Adams,6,48481
2550,Amy Phillips,76,17741
2551,Nancy Nelson,69,42956
2552,Mitchell Jackson,60,55445
2553,Tiffany Johnson,55,53670
2554,Pamela Cochran,15,62793
2555,Evan Davis,4,58137
2556,Jennifer Hale,82,7720
2557,Deborah Arnold,23,1679
2558,Christopher Maxwell,89,22135
2559,Heather Hill,67,62079
2560,Michelle Murray,93,25999
2561,Joseph Liu,15,40403
2562,Debra Nichols,53,79255
2563,Carolyn Edwards,97,19114
2564,Dustin Robles,24,71782
2565,Michael Vasquez,60,10082
2566,Brian Patel,30,14617
2567,Kaitlyn Green,5,8175
2568,Christopher Meza,43,64991
2569,Jason Mckenzie,12,18996
2570,Amanda Lewis,2,69430
2571,Kimberly King,75,61474
2572,Ryan Ford,28,60116
2573,James Preston,88,22808
2574,Tracy Stewart,32,53008
2575,Ana Gordon,14,42449
2576,Victoria Boyd,62,63524
2577,David Smith,24,14785
2578,Amy Stevenson,32,74300
2579,Tony Barnes,75,81931
2580,Marcia Lawson,27,28195
2581,Michael Sanchez,45,14818
2582,Lynn Santiago,13,89612
2583,Brooke Brown,7,79710
2584,Alexander Evans,44,77351
2585,Matthew Palmer,38,6955
2586,David Nelson,57,50592
2587,Joel Henson,37,71264
2588,Courtney Compton,93,44399
2589,Gina Smith,35,9153
2590,Dennis Reed,83,31039
2591,Diana Thomas,68,7305
2592,Dr. Paul Leonard,61,37689
2593,Michael Herman,87,21401
2594,Lisa Burton,37,79598
2595,Rhonda Ward,9,52409
2596,Danielle Smith,26,8946
2597,John Wood,12,15254
2598,April Morris,77,45566
2599,Stacy Mendoza,91,3062
2600,Danielle Guerra,82,94034
2601,Eric Smith,29,76196
2602,Austin Vaughan,45,34146
2603,Sharon Murphy,16,66785
2604,Mr. John Powers,99,32685
2605,Michelle Rodriguez,75,13451
2606,Kevin Johnston,36,72399
2607,Jeffrey Cantrell,48,38014
2608,Jeffrey Guzman,10,58660
2609,Jason Flores,71,42174
2610,Nicole Holden,74,3436
2611,Kathleen Baker,89,21839
2612,Suzanne Villarreal,99,75291
2613,Joel Hopkins,15,27281
2614,Natalie Berry,54,25595
2615,Leslie Guerrero,18,39016
2616,Adam Wagner,18,33976
2617,Thomas Valenzuela,40,63898
2618,Brent Lucero,38,66350
2619,Troy Townsend,65,70277
2620,Margaret Bailey,66,84306
2621,Cynthia Acosta,61,22656
2622,Jason Clayton,83,61783
2623,Sara Ramirez,80,73044
2624,Bonnie Hall,49,87579
2625,Melanie Russell,36,36639
2626,Morgan Palmer,97,11848
2627,Ryan Sullivan,45,20921
2628,Christine Mccarthy,8,87319
2629,Jessica Fields,74,19007
2630,David Williams,86,32273
2631,Valerie Flores,100,68380
2632,Maria Hall MD,34,64011
2633,James Diaz,2,20127
2634,Tamara Robertson,74,93083
2635,Ian Stevens,26,58440
2636,Isaiah Day,50,55615
2637,Gregory Knapp,13,14599
2638,Kaitlyn Rivers,75,82017
2639,Olivia Kelly,41,10183
2640,Michelle Morris,62,75819
2641,Brian Moon,93,73735
2642,Justin Pham,43,16958
2643,Dr. Amy Ramirez DDS,44,8366
2644,Mitchell Alexander,9,1383
2645,Veronica Lopez,43,38093
2646,Beth Beasley,94,79574
2647,Phillip Andrews,88,62378
2648,Raymond Keith,13,96534
2649,Brian Kelley,13,90629
2650,Angela Daniel,74,1412
2651,Dillon Romero,77,67829
2652,Bobby Moody DVM,28,26890
2653,Karen Contreras,17,18121
2654,Edward Patterson,19,25789
2655,Shannon Kennedy DVM,68,33103
2656,Shannon Norris,5,37906
2657,Edgar Wood,40,99653
2658,Mr. James Price,66,55685
2659,Melissa Lee,99,11512
2660,William Thompson,10,93953
2661,Lori Schmidt,97,25387
2662,Mrs. Julie Murray,85,23434
2663,Karen Wagner,5,92040
2664,Michael Decker,81,51701
2665,Matthew Griffin,61,18245
2666,Victoria Weiss,7,30530
2667,Elijah Clarke Jr.,14,31968
2668,Adam Diaz,5,32292
2669,Mary Richmond,35,86835
2670,Renee Ruiz,5,65791
2671,Bruce Smith,93,85068
2672,Shane Black,89,70190
2673,William Pearson,94,26565
2674,Craig Watkins,12,20260
2675,John Watson,48,76150
2676,Robert Franklin,46,76002
2677,Gary Webb,95,92211
2678,Caitlin Santiago,15,31942
2679,Kevin Williams,14,14254
2680,Travis Silva,31,78359
2681,Christopher Hunter,78,86349
2682,Bryan Brown,27,34635
2683,Victoria Grant,20,68845
2684,Jennifer Bell,79,79021
2685,Carrie Russell,66,9795
2686,Jacob Martinez,24,7798
2687,Ernest Garrett,62,34890
2688,Sydney Brown,81,66309
2689,Jessica Arroyo,66,35756
2690,Christine Fitzgerald,93,28976
2691,Wendy Nelson,78,33915
2692,Sheri Dalton,64,40722
2693,Richard Walker,19,69744
2694,Kimberly Johnson,18,39600
2695,Andrew Paul,66,69905
2696,John Young,48,4013
2697,Angela Mcdaniel,55,33373
2698,Stephanie Wright,67,73216
2699,Jamie Blevins,58,68623
2700,Joshua Ellis,26,39497
2701,Robert King,40,67490
2702,Kevin Hess,4,72366
2703,Carla Alexander,94,85382
2704,Dr. Brianna Miller,56,72105
2705,Reginald Richardson,7,86720
2706,Nathan Salazar,76,4380
2707,Kristen Chang,45,38931
2708,Michael Cooper,2,37771
2709,Jessica Obrien,93,77836
2710,Sara Koch,62,1167
2711,Gwendolyn Johnson,3,82217
2712,Charles Donovan,6,91599
2713,Kristopher Dixon,18,84465
2714,Justin Jones,40,71150
2715,Mary Martin,27,30521
2716,Suzanne Pratt,25,64379
2717,Mrs. Emily Brown,70,48613
2718,Phillip Davis,7,32987
2719,Jason Johnson,26,49351
2720,Michael Ryan,23,13802
2721,Elizabeth Hunt,68,88706
2722,Debra Murillo,89,36969
2723,Laura James,28,70169
2724,Jennifer Blake,87,57372
2725,William Morgan,14,87515
2726,Sarah Kaufman,24,2848
2727,Robin Carpenter,62,88919
2728,Alexander Acosta,37,77503
2729,Kevin Garza,92,27125
2730,Allison Williams,57,34537
2731,Alexis Moreno,66,1242
2732,Shannon Smith,9,59123
2733,Matthew Ryan,18,11406
2734,Lee Carrillo,59,26149
2735,Anthony Taylor,90,4763
2736,Daniel Murphy,4,70654
2737,Michael Guzman,95,51117
2738,Rhonda Sexton,60,28042
2739,Kimberly Hoffman,86,26579
2740,Nicholas Jackson,97,67585
2741,Christopher Hill,88,58136
2742,Crystal Francis,55,25899
2743,Richard Weaver,41,15687
2744,Olivia Richardson,4,8875
2745,Henry Smith DDS,70,69378
2746,Daniel Bradley,63,17796
2747,Lynn Hansen,99,71253
2748,Alex Dawson,63,64177
2749,William Miles,82,3279
2750,Erin Johnson,100,73608
2751,Briana Ball,68,17668
2752,John Bush,64,42475
2753,Brandon Williams,76,91785
2754,Jessica Santos,80,40071
2755,Andrew Mitchell,20,73696
2756,David Peters,78,20472
2757,Mrs. Monica Morris,67,96814
2758,Karen Hanson,85,92859
2759,Oscar Robinson,24,18877
2760,Steven Johnson MD,83,54936
2761,Mary Hill,20,38766
2762,Kevin Perez,86,41320
2763,Joseph Payne,66,51393
2764,David Doyle,42,76473
2765,Andrew Dorsey,43,21012
2766,Sheila Fisher,92,15047
2767,William Arnold,68,51969
2768,Martin Craig,43,29426
2769,Joseph Newman,100,10152
2770,Bridget Anderson,67,48831
2771,Abigail Schroeder,32,82154
2772,Ms. Danielle Sanders,20,33917
2773,Kimberly Roberts,28,21613
2774,Kenneth Oneal Jr.,82,17533
2775,Maria David,88,72515
2776,Joseph Chapman,25,43696
2777,Jasmine Bradford,71,98049
2778,Rachel Winters,39,4570
2779,Patricia Roberts,26,43025
2780,Suzanne Shaw,45,8889
2781,Peter Hayden,37,50863
2782,Robert Silva,46,40675
2783,Michael Diaz,41,24152
2784,Raymond Mendez,65,76567
2785,Melissa Howard,13,74510
2786,Ronald Hansen,94,20676
2787,Jeremy Merritt,60,53960
2788,Jaime Stewart,8,35111
2789,John Young,55,77470
2790,Michael Jackson,45,71073
2791,Evan Wilkins,59,26711
2792,Tyler Wilson,89,23552
2793,Jesse Garcia DDS,53,88174
2794,Tina Conner,4,74462
2795,Danielle Hunt,12,79435
2796,Rachel Fleming,42,10816
2797,Jessica Patterson,79,66969
2798,Laurie Davis,53,27655
2799,Diane Crawford,69,90099
2800,Jessica Carr,98,84406
2801,Zoe Castro,48,42776
2802,Sean Jacobson,81,80125
2803,Rose King,20,2397
2804,Rebecca Chase,15,73871
2805,Brenda Gonzalez,95,44967
2806,Angelica Miller,100,97566
2807,Brian Parks,87,2770
2808,Brian Navarro,39,57505
2809,Eric Hartman,45,74749
2810,Matthew Hobbs,50,50623
2811,Jason Monroe,25,23521
2812,Michael Hooper,43,16375
2813,Diana Reyes,59,47737
2814,Ian Combs,100,54887
2815,Matthew Stokes MD,91,78605
2816,Ryan Russell,74,15047
2817,Emily Barnes,59,2284
2818,Rebecca Johnson,79,67067
2819,Eric Yates,67,49230
2820,Michael Johnson,6,19170
2821,Brandon Delgado,100,16915
2822,Vincent Collins,28,43496
2823,Valerie Hancock,6,92132
2824,Chase Booker,49,22120
2825,Brian Barron,10,54222
2826,Daniel Roy,33,77693
2827,Sandra Gilmore,85,21447
2828,Dana Kelly,96,11945
2829,Tina Wood,66,6537
2830,Kathleen Bell,87,56852
2831,Ashley Lee,38,49986
2832,Ian Owens,33,22360
2833,Ronald Norman,86,56401
2834,Beverly Jones,95,21112
2835,Joshua Wyatt,49,35943
2836,Bryan Smith,10,78929
2837,Joseph Hall,1,90640
2838,Lauren Leblanc,16,93109
2839,Tina Smith,45,51505
2840,Melissa Bray,28,4149
2841,Latasha Jordan MD,43,62543
2842,Luke Bush,53,75876
2843,Rebecca Elliott,77,36966
2844,Jonathan Austin,67,73766
2845,Stuart Martin,29,23588
2846,Diane Robinson,16,43470
2847,Jon Chambers,62,69816
2848,Brett Reed,18,32284
2849,Kim Ashley,21,56019
2850,Cassandra Jacobson,71,98562
2851,Casey Davenport,86,94267
2852,Nicholas Brewer,6,24262
2853,Antonio Nelson,33,56557
2854,Nathaniel Brewer,86,54513
2855,Angela Alexander,20,72490
2856,Sierra Miller,32,89935
2857,Cole Wilkins,98,12255
2858,Jeffery Roberts,15,6541
2859,Brian Adams,44,47778
2860,Lauren Welch,68,23896
2861,Tanya Santos,28,40148
2862,Justin Daniels,89,11115
2863,Cindy Smith,61,26231
2864,Anthony Whitaker,17,23390
2865,Daniel Sullivan,86,15483
2866,Timothy Brown,54,74665
2867,Nicholas Daniels,23,69930
2868,Christina Avila,71,53233
2869,Douglas Black,8,52309
2870,Elizabeth Fisher,31,86040
2871,Dale Cooley,63,98479
2872,Katrina Mcdonald,31,90090
2873,Susan Wilson,96,47867
2874,Darryl Ellis,96,1671
2875,James Williams,48,65048
2876,Ann Rodriguez,28,97838
2877,Laura Reese,6,33591
2878,John Powell,48,34749
2879,Christina Shields,6,90176
2880,Terri Jackson,3,38519
2881,Jamie Rush,85,31315
2882,Monica Johnson,51,62539
2883,Joshua Ellison,86,15688
2884,Amanda Mcmillan,79,79173
2885,Drew Harris,43,29389
2886,John Crane,20,29440
2887,Gabriel Martin,59,98369
2888,Ashley Harris,84,82549
2889,Chris Schmidt,90,84538
2890,Kimberly Anderson,4,76202
2891,Gabriel Griffin,92,55622
2892,Andrew Smith,43,3228
2893,Kathryn King,19,96352
2894,Karen Collins,40,50667
2895,Ryan Cox Jr.,68,22474
2896,Michael Owens,44,97627
2897,Timothy Stark,81,85342
2898,Melissa Conley,23,42197
2899,Mr. Benjamin Walker,88,84447
2900,Christopher Powers,84,2747
2901,Kari Green,52,76096
2902,Daniel Gibbs,65,95497
2903,Amanda Lee,79,34700
2904,Joann Myers,46,42179
2905,Ms. Julia Mayer DVM,32,14472
2906,Jason Olsen,58,29990
2907,Michelle Sherman,76,45145
2908,Patricia Conrad PhD,97,55158
2909,Terry Peters,95,96126
2910,Thomas Mills,92,9356
2911,Mary Price,56,61834
2912,Crystal Holden,15,25880
2913,Caitlyn Blake,23,96735
2914,Mary Wheeler,13,20829
2915,Kelly Peters,5,74419
2916,Ashley Braun,12,23551
2917,Bobby Smith,48,93304
2918,Shannon Jennings,5,47419
2919,Christopher Peters,35,51940
2920,Robin Arnold,25,8918
2921,Lindsey Greene,89,26418
2922,David Lee,95,93252
2923,Gina Dominguez,10,66383
2924,Regina Ramirez MD,7,64208
2925,James Grant,8,56928
2926,Crystal Garcia,87,50718
2927,Nathan Thornton,28,10319
2928,Barbara Reynolds,63,34492
2929,Melissa Harris,83,14375
2930,Miss Julie Fox,82,89435
2931,Luis Hill,99,93825
2932,Yolanda Lopez,26,59614
2933,Jennifer Garcia,90,97976
2934,Vernon Anderson,57,81205
2935,Denise Jackson,71,85544
2936,Debra Munoz,71,62380
2937,Brian Duffy,24,85996
2938,Danielle Patel,76,51991
2939,David Norman,63,85375
2940,Andrea Moore,21,50094
2941,Alexander Miller,71,57589
2942,Zachary Marks,69,72656
2943,Ronald Brown,89,45577
2944,John Jenkins,27,86322
2945,Donna Coleman,80,28507
2946,Ralph Smith DDS,60,87656
2947,Melinda Padilla,66,10674
2948,Wesley Walter,79,45819
2949,Lisa Alvarado,33,47960
2950,Gregory Yoder,53,41927
2951,John Bennett,93,11487
2952,Lawrence Harris,25,68932
2953,Gail Vance,86,20137
2954,April Smith,60,64097
2955,Alicia Miller,17,76987
2956,Christopher Singleton,43,79609
2957,Daniel Clark,22,67946
2958,Emily Smith,29,17775
2959,Erik Chavez,42,52577
2960,Maria Walker,43,9275
2961,Michelle Johnston,57,95213
2962,Cole Smith,18,11265
2963,James Jones,69,10522
2964,Alexander Potts,46,59081
2965,Bryan Calhoun,72,99635
2966,Cynthia Norris,5,75295
2967,Tony Gomez,40,5523
2968,Joshua Savage,10,37293
2969,Michael Hunter,71,51001
2970,Matthew Benjamin,6,82462
2971,Nicholas Bennett,92,90307
2972,Lisa Duran DDS,3,16416
2973,Kelly Collins,100,6529
2974,Felicia Gomez,78,75096
2975,Daniel Miller,97,50045
2976,Michael Anderson,17,20555
2977,Teresa Manning,51,89772
2978,Jeffrey Browning,64,94590
2979,Lauren Macdonald,87,85333
2980,Melissa Stanley,60,97980
2981,Megan Frost DDS,15,29785
2982,Rebecca Walters,32,79844
2983,Alyssa Thompson,45,39452
2984,Eric Phillips,80,24728
2985,Michael Henderson,36,35960
2986,Sarah Howard,10,62000
2987,Patrick Thomas,89,42777
2988,Timothy Bell,84,47131
2989,Matthew Harris,61,28857
2990,Denise Hoffman,19,12199
2991,Chris Shields,1,75963
2992,James Trevino,84,75015
2993,Tammy Carpenter,94,2192
2994,Allison Fox,46,81295
2995,Nina Hampton,35,72395
2996,Julian Collins,89,82086
2997,John Carr,84,97923
2998,Melissa Wood,55,80356
2999,Sherry Harrison,88,34031
3000,Joy Pierce,83,17800
3001,Karen Werner,74,58831
3002,Dustin King,53,78311
3003,Tara Jones,49,24176
3004,Michael Lambert,31,27863
3005,Jessica Woodard,63,24692
3006,Brittany Irwin,11,11092
3007,Danielle Freeman,91,48881
3008,Carrie Jefferson,48,40408
3009,Karen Kemp,18,49147
3010,Elizabeth Crawford,49,14271
3011,Dean Peck,93,82034
3012,Frederick Buchanan,32,12922
3013,Susan Reilly,89,48592
3014,Theresa Davenport,11,47712
3015,Caitlin Adkins,98,24469
3016,Melanie Butler,54,95215
3017,Joseph Ward,68,3707
3018,Olivia James,20,12157
3019,Jean Rubio,46,41476
3020,Megan Pearson,60,40789
3021,Crystal Collins,56,38574
3022,Austin Clark,3,27832
3023,Veronica Mcmillan,39,49973
3024,Madison Mason,84,51583
3025,John Hernandez,28,7599
3026,Sarah Jones,67,90139
3027,Emma Jones,95,37701
3028,Daniel Price,68,91834
3029,Samuel Bell,55,36783
3030,John Irwin,5,25011
3031,Erin Watkins,16,98195
3032,Andrew Quinn,7,92949
3033,Troy Bell,32,28932
3034,Christina Porter,41,82896
3035,Cassandra Wells,16,18834
3036,Judith Maxwell,31,16027
3037,Gina Cochran,3,15015
3038,Rebecca Woods,31,82992
3039,William Giles,45,17656
3040,John Lynch,65,85000
3041,Sarah Williams,17,60449
3042,Cindy Green,78,90272
3043,Daniel Hodges,48,32645
3044,Ronald Vega,17,13935
3045,Amanda Fletcher,91,4875
3046,Joshua Parker,11,92106
3047,Stephanie Jimenez,4,20575
3048,Richard Brown,50,42590
3049,Frank Flowers,5,81551
3050,Lindsay Hill,95,38402
3051,Debra Rivera,95,58610
3052,Michael Anderson,21,17445
3053,Chelsea Brown,36,32800
3054,Jerome Compton,75,23944
3055,Jasmine Mosley,11,91362
3056,Kenneth Miller,87,85307
3057,Scott Huerta,73,84234
3058,Kathryn Cervantes MD,26,56823
3059,Brenda Snyder,90,21580
3060,Zachary Smith,18,86377
3061,Dylan Dudley,31,77108
3062,Brandon Brown,43,75438
3063,Alex Sullivan,19,85597
3064,Michael James,2,62214
3065,Lisa Jones,57,51928
3066,Donna Jones,8,94045
3067,Lisa Pierce,10,95351
3068,Amy Valentine,79,65337
3069,Janet Lucas,49,29609
3070,Tammy Hall,30,53347
3071,Jeremiah Guzman,50,56888
3072,Christopher Baker,50,6912
3073,Crystal Hughes,20,64662
3074,Joseph Wyatt,54,66417
3075,Craig Fox,38,98999
3076,Brady Miller,15,74203
3077,Kyle Knight,22,56425
3078,Kimberly Mora,49,73784
3079,Kurt Myers,39,32035
3080,Tyler Davis,34,80170
3081,Ashley Cummings,38,15600
3082,Heather Davis,36,93377
3083,Sherry Browning,54,51744
3084,Elizabeth Sanchez,69,67932
3085,Robert Jones,94,9399
3086,Micheal Briggs,21,17839
3087,Jessica Daniels,97,46302
3088,Melissa Coleman,60,42099
3089,Isaac Montgomery,28,69112
3090,Sabrina Williams,68,34302
3091,Tony Montgomery,18,92390
3092,Charles Clark,59,9560
3093,Donna Smith,15,91174
3094,Renee Williams,5,63492
3095,Kelsey Walsh,34,14196
3096,Luis Dodson,99,55472
3097,Danny Williams,16,1975
3098,Tiffany Moses,26,74110
3099,Gregory Garcia,18,13452
3100,Sally Kent,84,18366
3101,Jonathan Holden,71,28692
3102,Vincent Stewart,80,41156
3103,Brandon Diaz,83,77893
3104,Lucas Ward,83,67457
3105,Stephanie Park DDS,36,34275
3106,Darlene Jimenez,24,79539
3107,Casey Lynn,18,86756
3108,Holly Davies,86,53875
3109,Joseph Conrad,44,29559
3110,Jonathan Blevins,41,46211
3111,John Torres,34,80251
3112,Christopher Horn,33,7878
3113,Maria Mcbride,60,25767
3114,Olivia Baker,58,89258
3115,Michael Santana Jr.,16,96517
3116,Randy Ross,64,47386
3117,Anna Peters,40,57706
3118,Raymond Scott,55,6408
3119,Andrew Clark,23,4575
3120,Angela Cobb,99,56237
3121,Rodney Wilson,73,27974
3122,Timothy Dunn,36,64182
3123,Courtney Hughes,61,86168
3124,Stephen Scott,55,16591
3125,Molly Owens,3,98102
3126,Angela Macdonald,28,46766
3127,Ryan Robinson,89,33447
3128,Denise Vargas,13,76797
3129,Brian Harris,23,45071
3130,Daniel Snow,88,51294
3131,Mrs. Jenna Foster,61,55938
3132,Pamela Mitchell,79,38839
3133,Sherry Weiss,48,26849
3134,Cindy Smith,43,43181
3135,Mary Colon,80,13066
3136,Matthew Rollins,46,70684
3137,Jessica Hernandez,80,22553
3138,Mrs. Lauren Davis,43,19377
3139,Aaron Joseph,72,52653
3140,Sandra Davenport,12,41461
